Gene_ID	Control_1	Control_2	Control_3	Control_4	PDX_1	PDX_2	PDX_3	PDX_4
ENSMUSG00000114132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114133	3.828358	4.521224	4.136508	3.968840	4.220717	4.288751	4.641471	4.154921
ENSMUSG00000114134	0.000000	0.068254	0.000000	0.000000	0.030282	0.000000	0.000000	0.000000
ENSMUSG00000114135	2.016338	2.241828	1.917612	2.202435	2.751860	2.712630	2.639750	2.218310
ENSMUSG00000114136	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114138	0.000000	0.325833	0.000000	0.075944	0.000000	0.102284	0.000000	0.089010
ENSMUSG00000114139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000
ENSMUSG00000114140	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114142	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0
ENSMUSG00000114143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114144	0.000000	0.000000	0.0	0.0	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114147	4.324461	3.742404	2.701230	4.317483	5.260796	3.272113	3.955794	2.592564
ENSMUSG00000114148	0.277049	0.343252	0.120234	0.215204	0.261661	0.238003	0.369543	0.151476
ENSMUSG00000114149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114150	0.000000	0.004596	0.087364	0.000000	0.000000	0.371493	0.287596	0.000000
ENSMUSG00000114151	0.0	0.000000	0.329267	0.0	0.0	0.066125	0.0	0.000000
ENSMUSG00000114152	0.154562	0.185537	0.529464	0.255089	0.217461	0.095802	0.146895	0.128145
ENSMUSG00000114153	0.000000	0.0	0.000000	0.0	0.0	0.0	0.000000	0.000000
ENSMUSG00000114154	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.0
ENSMUSG00000114155	0.026498	0.175638	0.158864	0.040380	0.042737	0.058171	0.143215	0.054464
ENSMUSG00000114156	0.0	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.0
ENSMUSG00000114157	0.000000	0.000000	0.008248	0.000000	0.062333	0.064264	0.000000	0.005957
ENSMUSG00000114158	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114159	0.0	0.0	0.000000	0.040718	0.0	0.0	0.0	0.000000
ENSMUSG00000114160	0.201821	0.434880	0.524201	0.554136	0.350854	0.624043	0.763372	0.776328
ENSMUSG00000114161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114162	0.0	0.0	0.0	0.0	0.0	0.014381	0.0	0.0
ENSMUSG00000114163	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0
ENSMUSG00000114164	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114165	0.040871	0.000000	0.038671	0.000000	0.000162	0.084374	0.000000	0.000000
ENSMUSG00000114166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114167	0.018156	0.0	0.018531	0.0	0.006986	0.0	0.006883	0.0
ENSMUSG00000114168	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114169	0.217840	0.129271	0.099553	0.042065	0.040649	0.178771	0.367203	0.209270
ENSMUSG00000114170	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000
ENSMUSG00000114172	0.448170	0.549257	0.576413	0.709401	0.313961	0.467258	0.361464	0.443333
ENSMUSG00000114173	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114174	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.000000
ENSMUSG00000114175	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.000000
ENSMUSG00000114176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114177	0.154808	0.000000	0.053433	0.160227	0.000000	0.000000	0.000000	0.160520
ENSMUSG00000114178	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.000000
ENSMUSG00000114179	1.646377	1.862343	2.402840	2.291087	2.314817	2.902666	2.558338	1.818303
ENSMUSG00000114180	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0
ENSMUSG00000114181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114184	14.421743	17.422012	16.597826	16.240013	15.542800	16.945040	16.330915	15.943110
ENSMUSG00000114185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114188	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114190	0.087725	0.048424	0.046816	0.176248	0.121693	0.140193	0.128794	0.178586
ENSMUSG00000114191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114193	0.170809	0.143131	0.102012	0.259801	0.226568	0.269478	0.297026	0.239695
ENSMUSG00000114194	0.0	0.006191	0.0	0.0	0.006384	0.003670	0.005977	0.025546
ENSMUSG00000114195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114196	0.449386	0.515728	0.432173	0.361790	0.368535	0.482287	0.417312	0.434837
ENSMUSG00000114197	0.000000	0.0	0.033517	0.000000	0.0	0.0	0.000000	0.000000
ENSMUSG00000114198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114200	0.0	0.025100	0.0	0.051716	0.0	0.000000	0.0	0.0
ENSMUSG00000114201	0.0	0.018330	0.0	0.0	0.0	0.0	0.0	0.046884
ENSMUSG00000114202	2.550546	2.907265	2.307766	2.903879	2.832367	2.921871	3.036528	2.492958
ENSMUSG00000114203	0.000000	0.0	0.009878	0.020066	0.004848	0.003228	0.006012	0.000000
ENSMUSG00000114204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114205	0.018125	0.095744	0.169628	0.201794	0.091765	0.428480	0.145481	0.162522
ENSMUSG00000114206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114210	0.000000	0.000000	0.000000	0.000000	0.000000	0.026042	0.000000	0.000000
ENSMUSG00000114211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114213	0.082753	0.162416	0.113760	0.144987	0.140989	0.068680	0.148715	0.041613
ENSMUSG00000114214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000
ENSMUSG00000114215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114216	0.0	0.0	0.0	0.0	0.043995	0.0	0.0	0.0
ENSMUSG00000114217	0.642020	0.857739	0.542364	1.194288	0.527241	1.186513	0.797619	0.461878
ENSMUSG00000114218	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114220	0.377482	0.183052	0.000000	0.164520	0.141425	0.254005	0.263662	0.000000
ENSMUSG00000114221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114224	0.0	0.0	0.0	0.0	0.0	0.080212	0.0	0.0
ENSMUSG00000114225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114226	0.000000	0.000000	0.0	0.0	0.000000	0.0	0.0	0.0
ENSMUSG00000114227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114228	0.0	0.004120	0.0	0.031036	0.029991	0.068860	0.061327	0.031092
ENSMUSG00000114229	0.000000	0.000000	0.000000	0.082425	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114230	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114232	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114233	0.000000	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000
ENSMUSG00000114234	1.270884	1.272401	0.656508	0.862809	1.697900	0.796078	0.697185	0.881652
ENSMUSG00000114235	0.243489	0.297371	0.041592	0.245239	0.122929	0.462257	0.691921	0.556329
ENSMUSG00000114236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114238	0.0	0.0	0.019233	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114239	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.0
ENSMUSG00000114240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114241	0.364780	0.000000	1.072255	0.693964	0.000000	0.696602	0.525773	0.971389
ENSMUSG00000114242	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114243	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114244	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000
ENSMUSG00000114245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114246	0.057106	0.071534	0.212186	0.142863	0.163449	0.111703	0.073029	0.261420
ENSMUSG00000114247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114249	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114251	8.901185	9.906743	8.237778	8.180855	8.225933	6.981959	7.725346	7.552864
ENSMUSG00000114252	0.158327	0.355085	0.306219	0.561054	0.192357	0.258224	0.336683	0.232926
ENSMUSG00000114253	0.591851	0.528973	0.325290	0.880246	0.670561	0.571232	0.544395	0.666733
ENSMUSG00000114254	0.0	0.134833	0.978131	0.192637	0.389227	0.266294	0.118273	0.425452
ENSMUSG00000114255	0.492754	0.772844	0.374493	0.438817	0.605162	0.395848	0.754387	1.364545
ENSMUSG00000114256	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114257	0.007705	0.016042	0.037616	0.0	0.0	0.015581	0.040980	0.014172
ENSMUSG00000114258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114261	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.0
ENSMUSG00000114262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114264	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114266	0.0	0.047676	0.0	0.0	0.047871	0.074706	0.0	0.0
ENSMUSG00000114267	0.199510	0.117735	0.160280	0.093953	0.136290	0.154545	0.122813	0.205265
ENSMUSG00000114268	0.002833	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114270	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114272	0.000000	0.0	0.0	0.100988	0.0	0.0	0.000000	0.000000
ENSMUSG00000114273	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0
ENSMUSG00000114274	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000	0.000000
ENSMUSG00000114275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114276	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114277	2.295134	2.598877	3.055447	4.933208	6.300772	2.842115	4.234690	7.705283
ENSMUSG00000114278	0.151479	0.079806	0.125845	0.014370	0.896431	0.064974	0.171384	0.000000
ENSMUSG00000114279	0.211118	0.151784	0.195936	0.288036	0.237308	0.342246	0.331885	0.243814
ENSMUSG00000114280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114281	0.214235	0.569095	0.006156	0.000000	0.000000	0.249235	0.365297	0.265664
ENSMUSG00000114282	0.407648	0.294905	0.383910	0.392290	0.165242	0.237029	0.271129	0.339180
ENSMUSG00000114283	0.025131	0.0	0.0	0.0	0.0	0.009504	0.0	0.0
ENSMUSG00000114284	0.000000	0.000000	0.000000	0.000000	0.000000	0.256475	0.000000	0.000000
ENSMUSG00000114285	0.418072	0.510926	0.289681	0.304974	1.407053	1.429800	0.651634	0.905276
ENSMUSG00000114286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114290	0.0	0.0	0.000000	0.0	0.008078	0.0	0.0	0.0
ENSMUSG00000114291	0.214182	0.000000	0.243034	0.000000	0.317532	0.207076	0.000000	0.265730
ENSMUSG00000114292	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114293	0.417036	0.059981	0.349977	0.371109	0.109501	0.310438	0.061224	0.000000
ENSMUSG00000114294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114295	0.031560	0.0	0.0	0.0	0.0	0.0	0.069093	0.0
ENSMUSG00000114296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114301	0.0	0.0	0.097613	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114302	0.000000	0.252085	0.068878	0.094932	0.224989	0.425652	0.084748	0.113155
ENSMUSG00000114303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114305	0.000000	0.088539	0.000000	0.000000	0.000000	0.000000	0.059906	0.041544
ENSMUSG00000114306	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114308	0.0	0.0	0.088354	0.0	0.087613	0.0	0.0	0.0
ENSMUSG00000114309	0.137684	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.000000
ENSMUSG00000114310	0.390176	0.270885	0.142361	0.220283	0.358739	0.076168	0.166684	0.125594
ENSMUSG00000114311	0.000000	0.114910	0.113614	0.0	0.000000	0.000000	0.000000	0.0
ENSMUSG00000114312	0.0	0.000000	0.000000	0.005318	0.007804	0.007723	0.000000	0.000000
ENSMUSG00000114313	0.060048	0.058791	0.059174	0.125015	0.060403	0.0	0.0	0.125243
ENSMUSG00000114314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114315	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114316	0.034188	0.034057	0.050443	0.070978	0.136980	0.017584	0.035362	0.089037
ENSMUSG00000114317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114319	0.000000	0.0	0.000000	0.0	0.0	0.0	0.000000	0.000000
ENSMUSG00000114320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114321	4.338356	4.978859	5.402315	4.823135	4.649790	7.120363	6.738258	6.352306
ENSMUSG00000114322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114326	1.967656	1.729759	1.753678	1.859769	1.875214	1.860905	1.692003	1.148126
ENSMUSG00000114327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114328	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.0
ENSMUSG00000114329	0.000000	0.000000	0.092641	0.060474	0.122229	0.101625	0.000000	0.000000
ENSMUSG00000114330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114337	0.000000	0.0	0.0	0.000000	0.0	0.000000	0.000000	0.0
ENSMUSG00000114338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114339	0.0	0.0	0.006071	0.002657	0.0	0.0	0.002610	0.0
ENSMUSG00000114340	0.000000	0.070236	0.061723	0.000000	0.063005	0.032402	0.029477	0.130267
ENSMUSG00000114341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114344	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0
ENSMUSG00000114345	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114349	10.003187	10.279180	10.175272	10.421777	9.415432	11.158457	10.540988	10.774986
ENSMUSG00000114350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114355	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114357	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.454090
ENSMUSG00000114358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114359	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114360	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114361	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0
ENSMUSG00000114362	0.053713	0.101455	0.170780	0.370349	0.000000	0.178549	0.162423	0.076693
ENSMUSG00000114363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114364	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0
ENSMUSG00000114365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114367	0.039948	0.022723	0.019571	0.004698	0.019750	0.012872	0.010039	0.010238
ENSMUSG00000114368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114369	0.360203	0.630778	0.364491	0.226155	0.400961	0.472270	0.192174	0.547383
ENSMUSG00000114370	0.144806	0.000000	0.066933	0.000000	0.084196	0.000000	0.000000	0.056046
ENSMUSG00000114371	0.000000	0.118279	0.000000	0.000000	0.000000	0.000000	0.000000	0.077310
ENSMUSG00000114372	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114373	0.000000	0.000000	0.192990	0.072631	0.245650	0.000000	0.000000	0.181495
ENSMUSG00000114374	0.0	0.009404	0.0	0.012098	0.021133	0.032902	0.0	0.0
ENSMUSG00000114375	6.125052	7.148594	5.972718	4.515551	6.144820	6.950728	4.989450	6.466924
ENSMUSG00000114376	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114377	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.0
ENSMUSG00000114378	0.009622	0.052225	0.104740	0.105339	0.112549	0.096221	0.000000	0.000000
ENSMUSG00000114379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114380	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114382	0.784250	1.125278	0.713716	0.981291	1.527466	1.329468	0.889719	1.231485
ENSMUSG00000114383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114386	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114387	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114388	0.0	0.0	0.177130	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114390	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114391	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114393	0.0	0.0	0.000000	0.0	0.0	0.000000	0.0	0.0
ENSMUSG00000114394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114397	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000114398	0.0	0.0	0.0	0.011405	0.0	0.0	0.0	0.0
ENSMUSG00000114399	0.105591	0.241847	0.205159	0.000000	0.102622	0.109249	0.154664	0.066804
ENSMUSG00000114400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114401	0.000000	0.123952	0.108087	0.000000	0.000000	0.000000	0.157179	0.000000
ENSMUSG00000114402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114403	0.0	0.0	0.067656	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114404	0.0	0.052124	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114407	0.007121	0.019758	0.013837	0.010827	0.010624	0.007326	0.010186	0.003671
ENSMUSG00000114408	0.0	0.0	0.000000	0.000000	0.0	0.0	0.0	0.0
ENSMUSG00000114409	0.218513	0.310571	0.240283	0.176256	0.219545	0.556621	0.396326	0.277769
ENSMUSG00000114410	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0
ENSMUSG00000114411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114412	0.000000	0.000000	0.000000	0.090362	0.100610	0.000000	0.031775	0.090527
ENSMUSG00000114413	0.015511	0.0	0.014939	0.014874	0.0	0.016048	0.0	0.007996
ENSMUSG00000114414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114417	0.000000	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.0
ENSMUSG00000114418	0.000000	0.000000	0.224134	0.235415	0.000000	0.119014	0.092504	0.000000
ENSMUSG00000114419	0.542211	0.812034	0.705138	0.653680	0.336314	0.423488	0.526076	0.561596
ENSMUSG00000114420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114422	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114424	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000	0.000000
ENSMUSG00000114425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000114428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
